Title,Memory,Display,Camera,Battery,Processor,Selling_price,Cost_price,Rating,Discount
Itel Magic 1,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera | 0.3MP Front Camera,1200 mAh Battery,,1326,1650,4.2,19% off
Leagoo M9 Pro (Gold| 16 GB)|,2 GB RAM | 16 GB ROM |,14.53 cm (5.72 inch) Display,13MP Rear Camera,3000 mAh Battery,,4950,9999,,50% off
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
I Kall K25 Combo of Two Mobiles,32 MB RAM | 64 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1099,1499,3.5,26% off
Tecno Camon i ACE 2 (Champagne Gold| 32 GB)|,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD+ Display,13MP + 0.3MP | 8MP Front Camera,3050 mAh Battery,,5499,5499,4.1,
I Kall K18 New,32 MB RAM | 64 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,800 mAh Battery,,599,599,3.7,
I Kall K900 (Dark Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Vivo Y71i (Matte Black| 16 GB)|,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,15.24 cm (6 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,3360 mAh Li-ion Battery,Qualcomm Snapdragon 425 Processor,9990,9990,4.3,
Samsung Guru FM Plus,3.81 cm (1.5 inch) Display,3.81 cm (1.5 inch) Display,,800 mAh Battery,,1650,1662,4.2,
Honor 8,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,12MP + 12MP | 8MP Front Camera,3000 mAh Li-Polymer Battery,ARM Hisilicon Kirin 950 - ARM Cortex A72 + ARM Cortex A53 Octa Core 2.3GHz Processor,29999,29999,4.4,
Realme C1 (Mirror Black| 32 GB)|,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4230 mAh Li-ion Battery,Qualcomm Snapdragon 450 Octa Core 1.8 GHz Processor,7499,8999,4.4,16% off
Google Pixel 3a XL (Just Black| 64 GB)|,4 GB RAM | 64 GB ROM |,15.24 cm (6 inch) Full HD+ Display,12.2MP Rear Camera | 8MP Front Camera,3700 mAh Battery,Qualcomm Snapdragon 670 Processor,34999,44999,4.5,22% off
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
Samsung Galaxy A20 (Gold| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) HD+ Display,13MP + 5MP | 8MP Front Camera,4000 mAh Lithium-ion Battery,Exynos 7884B Processor,12900,12900,4.3,
Salora Kiano,32 MB RAM | 32 MB ROM |,6.1 cm (2.4 inch) VGA Display,1.3MP Rear Camera,1200 mAh Battery,Spreadtrum Processor,1299,1899,3.9,31% off
Tecno Camon i4 (Midnight Black| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 8MP | 16MP Front Camera,3500 mAh Battery,,9699,14499,4.3,33% off
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Peace P3,32 MB RAM | 64 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,850 mAh Battery,,605,800,3.7,24% off
Tecno Camon I Click 2 (Midnight Black| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.75 cm (6.2 inch) Display,13MP + 5MP | 24MP Front Camera,3750 mAh Battery,,8499,13999,4.2,39% off
Mi A2 (Lake Blue| 128 GB)|,6 GB RAM | 128 GB ROM |,15.21 cm (5.99 inch) Full HD+ Display,20MP + 12MP | 20MP Front Camera,3010 mAh Battery,Qualcomm Snapdragon 660 AIE Processor,15999,20500,4.1,21% off
Lava Z61 (Gold| 16 GB)|,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,13.84 cm (5.45 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,1.5 GHz Quad core processor Processor,4699,6500,4.1,27% off
BlackBear Muse,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1450 mAh Battery,,899,899,3.5,
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
Gfive Guru Combo of Two Mobiles,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,,1050 mAh Battery,,1199,1199,3.5,
Redmi 6 (Rose Gold| 64 GB)|,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,12MP + 5MP | 5MP Front Camera,3000 mAh Lithium-polymer Battery,2.0 GHz Mediatek P22 Octacore Processor,8499,10499,4.4,19% off
Lava Z62 (Midnight Blue| 16 GB)|,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,15.24 cm (6 inch) Display,8MP Rear Camera | 5MP Front Camera,3380 mAh Battery,MTK 6761 Processor,5549,6999,4.1,20% off
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
Karbonn KX3,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,800 mAh Battery,,700,1040,4,32% off
Vivo V7 (Gold| 32 GB)|,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.48 cm (5.7 inch) HD Display,16MP Rear Camera | 24MP Front Camera,3000 mAh Li-ion Battery,Qualcomm Snapdragon 450 Octa Core 1.8 GHz Processor,18990,18990,4.4,
POCO F1 (Rosso Red| 128 GB)|,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,15.7 cm (6.18 inch) Full HD+ Display,12MP + 5MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 845 Processor,14999,24999,4.5,40% off
Karbonn KX26,32 MB RAM | 32 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1450 mAh Battery,,899,1290,3.8,30% off
Alcatel 5V (Black| 32 GB)|,3 GB RAM | 32 GB ROM |,15.75 cm (6.2 inch) Display,16MP Rear Camera,4000 mAh Battery,,12999,12999,4.5,
I Kall K900 (Dark Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Nubia Redmagic 3S (Cyber Shade| 256 GB)|,12 GB RAM | 256 GB ROM |,16.89 cm (6.65 inch) Full HD Display,48MP Rear Camera | 16MP Front Camera,5000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 855 Plus Processor,47999,49999,4.3,4% off
Redmi Note 5 Pro (Black| 64 GB)|,6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) Full HD+ Display,12MP + 5MP | 20MP Front Camera,4000 mAh Li Polymer Battery,Qualcomm Snapdragon 636 Processor,13999,16999,4.5,17% off
Intex Eco 111,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1050 mAh Battery,,739,940,3.5,21% off
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
Samsung Galaxy Note 9 (Ocean Blue| 128 GB)|,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Quad HD+ Display,12MP + 12MP | 8MP Front Camera,4000 mAh Lithium-ion Battery,,67900,73600,4.6,7% off
OPPO Reno2 (Ocean Blue| 256 GB)|,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Display,48MP + 8MP + 13MP + 2MP | 16MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 730G Processor,36990,39990,4.5,7% off
Redmi Note 8 Pro (Shadow Black| 64 GB)|,6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,16.59 cm (6.53 inch) Full HD+ Display,,4500 mAh Battery,,15599,16999,4.5,8% off
OPPO Reno2 (Luminous Black| 256 GB)|,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Display,48MP + 8MP + 13MP + 2MP | 16MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 730G Processor,36990,39990,4.5,7% off
Mobiistar X1 Notch (Gradient Shine| 16 GB)|,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) HD+ Display,13MP Rear Camera | 13MP Front Camera,3020 mAh Battery,,5489,5489,4.2,
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Intex ULTRA F5,10 MB RAM | 10 MB ROM |,7.11 cm (2.8 inch) Display,0.3MP Rear Camera,2200 mAh Battery,,1399,1699,,17% off
Coolpad Mega 2.5D (Grey/Space Grey| 16 GB)|,3 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) HD Display,8MP Rear Camera | 8MP Front Camera,2500 mAh Battery,,5990,7999,4,25% off
Honor 9 Lite (Glacier Grey| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.35 cm (5.65 inch) Full HD+ Display,13MP + 2MP | 13MP + 2MP Dual Front Camera,3000 mAh Battery,Kirin 659 Processor,7999,13999,4.3,42% off
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
Lava Z41 (Midnight Blue| 16 GB)|,1 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) Display,5MP Rear Camera | 2MP Front Camera,2500 mAh Li-ion Battery,UniSoC SC9832E Processor,3899,4499,4.4,13% off
InFocus Turbo 5 Plus (Royal Gold| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 32 GB,13.97 cm (5.5 inch) HD Display,13MP + 5MP | 5MP Front Camera,4850 mAh Battery,,9499,9499,3.8,
Apple iPhone 11 Pro Max (Gold| 64 GB)|,64 GB ROM |,16.51 cm (6.5 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,,A13 Bionic Chip Processor,109900,109900,4.7,
Samsung Galaxy S10e (Prism Black| 128 GB)|,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,14.73 cm (5.8 inch) Full HD+ Display,16MP + 12MP | 10MP Front Camera,3100 mAh Lithium-ion Battery,Exynos 9 9820 Processor,47990,59000,4.5,18% off
Tork T13 Banana,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1000 mAh Battery,,837,1799,3.9,53% off
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
I Kall K44 NEW,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB,4.57 cm (1.8 inch) QVGA Display,0.3MP Rear Camera,800 mAh Battery,,599,999,3.8,40% off
Nokia 5.1 Plus (Black| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 400 GB,14.73 cm (5.8 inch) HD+ Display,13MP + 5MP | 8MP Front Camera,3060 mAh Battery,MediaTek Helio P60 Processor,6999,13199,4.3,46% off
Intex ECO I10,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) QVGA Display,0.08MP Rear Camera,800 mAh Battery,SC6531E Processor,825,999,3.8,17% off
I Kall K900 (Dark Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Samsung Galaxy S10 (Prism Blue| 128 GB)|,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,15.49 cm (6.1 inch) Quad HD+ Display,16MP + 12MP | 10MP Front Camera,3400 mAh Lithium-ion Battery,Exynos 9 9820 Processor,54900,71000,4.6,22% off
Karbonn KX2,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,799,999,3.8,20% off
Nokia 2.2 (Steel| 16 GB)|,2 GB RAM | 16 GB ROM | Expandable Upto 400 GB,14.5 cm (5.71 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,MediaTek Helio A22 Processor,5699,8599,4,33% off
ROKEA R111,256 MB RAM | 32 MB ROM | Expandable Upto 16 GB,3.66 cm (1.44 inch) Display,0.3MP Rear Camera,800 mAh Battery,,899,1299,4.2,30% off
Infinix S4 (Nebula Blue| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.77 cm (6.21 inch) HD+ Display,13MP + 2MP + 8MP | 32MP Front Camera,4000 mAh Li-ion Polymer Battery,Helio P22 (MTK6762) Processor,8999,10999,4.2,18% off
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
OPPO F5 (Gold| 32 GB)|,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.24 cm (6 inch) Full HD+ Display,16MP Rear Camera | 20MP Front Camera,3200 mAh Battery,Mediatek MT6763T Octa Core 2.5 GHz Processor,19990,19990,4.4,
Panasonic Eluga X1 (Silver| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.7 cm (6.18 inch) Full HD+ Display,16MP + 5MP | 16MP Front Camera,3000 mAh Li-ion Polymer Battery,P60 (MT6771) Processor,8899,8998,4.2,1% off
InFocus POWER 2,64 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.5MP Rear Camera,2500 mAh Battery,,1199,1599,4.3,25% off
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Redmi Note 6 Pro (Blue| 64 GB)|,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.9 cm (6.26 inch) Full HD+ Display,12MP + 5MP | 20MP + 2MP Dual Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 636 Processor,13999,17999,4.5,22% off
Itel Magic 1 Max,8 MB RAM | 8 MB ROM | Expandable Upto 32 GB,7.11 cm (2.8 inch) QVGA Display,0.3MP Rear Camera,1900 mAh Battery,,1369,1799,3.9,23% off
Redmi Note 5 Pro (Blue| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) Full HD+ Display,12MP + 5MP | 20MP Front Camera,4000 mAh Li Polymer Battery,Qualcomm Snapdragon 636 Processor,12999,14999,4.5,13% off
I Kall K66 Combo Of Two Mobile,32 MB RAM | 64 MB ROM | Expandable Upto 8 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1099,1099,3.5,
Blackbear B6 Note X (Black & Gold| 16 GB)|,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,13.97 cm (5.5 inch) HD Display,13MP + 1.3MP | 8MP + 4MP Dual Front Camera,3500 mAh Battery,,4999,4999,3.2,
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
Honor 8X (Blue| 64 GB)|,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.51 cm (6.5 inch) Full HD+ Display,20MP + 2MP | 16MP Front Camera,3750 mAh Battery,2.2 GHz Kirin 710 Octa Core Processor,12999,19999,4.4,35% off
Realme C1 (Mirror Black| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4230 mAh Li-ion Battery,Qualcomm Snapdragon 450 Octa Core 1.8 GHz Processor,8499,9999,4.4,15% off
Honor 8X (Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,16.51 cm (6.5 inch) Full HD+ Display,20MP + 2MP | 16MP Front Camera,3750 mAh Battery,Kirin 710 Processor,10999,17999,4.4,38% off
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
Samsung Galaxy S8 Plus (Coral Blue| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) Quad HD+ Display,12MP Rear Camera | 8MP Front Camera,3500 mAh Battery,Exynos 8895 Octa Core 2.3GHz Processor,53990,53990,4.6,
Hicell C1 Nova,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,,1050 mAh Battery,,539,539,3.5,
OPPO A83 (2018 Edition) (Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,14.48 cm (5.7 inch) Display,13MP Rear Camera | 8MP Front Camera,3180 mAh Battery,MT6763T Processor,11499,16990,4.3,32% off
Kechaoda K10,32 MB RAM | 32 MB ROM |,1.68 cm (0.66 inch) NA Display,0.2MP Rear Camera,300 mAh Battery,,780,790,4,1% off
Lenovo A5 (Gold| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Battery,MediaTek MT6739 Processor,7999,7999,4,
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
Lava A7,32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1750 mAh Battery,MTK6261m Processor,1349,1349,4.2,
Honor 7S (Blue| 16 GB)|,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) Display,13MP Rear Camera | 5MP Front Camera,3020 mAh Battery,Mediatek MT6739 Cortex A53 Processor,5999,8999,4.1,33% off
MTR Ferrari,64 MB RAM | 64 MB ROM |,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,800 mAh Battery,,1199,1199,4.2,
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
MTR Ferrari,64 MB RAM | 64 MB ROM |,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,800 mAh Battery,,1199,1199,4.2,
MTR Ferrari,64 MB RAM | 64 MB ROM |,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,800 mAh Battery,,1199,1199,4.2,
Cellecor Pure,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,699,699,3.9,
Apple iPhone 11 Pro Max (Midnight Green| 64 GB)|,64 GB ROM |,16.51 cm (6.5 inch) Super Retina XDR Display,12MP + 12MP + 12MP | 12MP Front Camera,,A13 Bionic Chip Processor,109900,109900,4.7,
MTR Ferrari,64 MB RAM | 64 MB ROM |,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,800 mAh Battery,,1199,1199,4.2,
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
Micromax X773,32 MB RAM | 32 MB ROM |,6.1 cm (2.4 inch) Display,1MP Rear Camera,1000 mAh Battery,,999,1999,3.8,50% off
Redmi Y2 (Rose Gold| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.21 cm (5.99 inch) HD+ Display,12MP + 5MP | 16MP Front Camera,3080 mAh Li Polymer Battery,Qualcomm Snapdragon 625 Processor,8689,11377,4.5,23% off
Blackbear Dynamic,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) VGA Display,0.3MP Rear Camera,1850 mAh Battery,,999,999,3.5,
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
Apple iPhone 7 Plus (Red| 128 GB)|,128 GB ROM |,13.97 cm (5.5 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,,,49999,76200,4.5,34% off
Vivo V9 (Sapphire Blue| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,16MP + 5MP | 24MP Front Camera,3260 mAh Li-ion Battery,Qualcomm Snapdragon 626 Processor,23990,23990,4.5,
InFocus Vibe 1,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) QVGA Display,0.03MP Rear Camera,1000 mAh Battery,,789,999,3.7,21% off
JIVI N3720 Power,1 MB RAM | 16 MB ROM | Expandable Upto 128 MB,7.11 cm (2.8 inch) QVGA Display,0.03MP + 0.03MP | 0MP Front Camera,4000 mAh Battery,NA Processor,1699,2299,4,26% off
Nokia 150/150 DS,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) VGA Display,0.3MP Rear Camera,1020 mAh Battery,NA Processor,1500,1500,4.2,
I Kall K900 (Dark Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Panasonic Eluga Ray Max (Gold| 32 GB)|,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,16MP Rear Camera | 8MP Front Camera,3000 mAh Li-Ion Polymer Battery,Qualcomm Snapdragon 430 Octa Core 1.4GHz Processor,11499,11499,3.7,
Lenovo X2-AP (Gold| 32 GB)|,2 GB RAM | 32 GB ROM |,12.7 cm (5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,2300 mAh Li-Polymer Battery,MediaTek 6595M Processor,17499,17499,3.7,
Vivo Y17 (Mineral Blue| 128 GB)|,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.13 cm (6.35 inch) HD+ Display,13MP + 2MP + 8MP | 20MP Front Camera,5000 mAh Lithium-ion Battery,MTK Helio P35 (MT6765) Processor,13900,18990,4.4,26% off
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
Vivo V9 (Pearl Black| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,16MP + 5MP | 24MP Front Camera,3260 mAh Li-ion Battery,Qualcomm Snapdragon 626 Processor,23990,23990,4.5,
Forme Duos N2,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) QVGA Display,,1050 mAh Battery,,799,899,4.1,11% off
Hicell C1 Tiger,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,,1050 mAh Battery,,539,539,3.4,
iVooMi Me1 (Sunshine Gold| 8 GB)|,1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,5MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Spreadtrum SC 98 1.2 GHz Processor Processor,4999,4999,3.6,
Karbonn K140 Pop,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,651,990,3.8,34% off
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Tecno Camon i4 (Champagne Gold| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 8MP | 16MP Front Camera,3500 mAh Battery,,9599,14499,4.3,33% off
Gfive L228,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,739,1099,3.6,32% off
LG G7+ ThinQ (Black| 128 GB)|,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,15.49 cm (6.1 inch) Quad HD+ Display,16MP + 16MP | 8MP Front Camera,3000 mAh Li-ion Battery,Qualcomm Snapdragon 845 Processor,37999,55000,4.5,30% off
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
Blackbear B6 Note X (Black&Grey| 16 GB)|,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,13.97 cm (5.5 inch) HD Display,13MP + 1.3MP | 8MP Front Camera,3500 mAh Battery,,4999,4999,3.2,
OnePlus 7 (Mirror Grey| 256 GB)|,8 GB RAM | 256 GB ROM |,16.28 cm (6.41 inch) Display,48 MP + 5 MP | 16MP Front Camera,3700 mAh Battery,,35999,37999,4.6,5% off
Micromax X773,25 MB RAM | 25 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1040,1499,3.9,30% off
Redmi Note 5 (Gold| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) Full HD+ Display,12MP Rear Camera | 5MP Front Camera,4000 mAh Li Polymer Battery,Qualcomm Snapdragon 625 Processor,10999,10999,4.4,
Jivi N3,0.032 MB RAM | 32 KB ROM | Expandable Upto 8 GB,6.1 cm (2.4 inch) QVGA Display,1.3MP Rear Camera,1450 mAh Battery,NA Processor,925,925,3.7,
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
Peace Max 10,32 MB RAM | 32 MB ROM |,7.11 cm (2.8 inch) Display,0.3MP Rear Camera,1900 mAh Battery,,899,1599,4.4,43% off
Comio C1 Pro (Royal Black| 16 GB)|,1.5 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2500 mAh Battery,,3962,6399,3.9,38% off
Tork T3,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,2500 mAh Battery,,899,1449,3.5,37% off
I Kall K900 (Dark Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
