Title,Memory,Display,Camera,Battery,Processor,Selling_price,Cost_price,Rating,Discount
OPPO F5 Youth (Gold| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.24 cm (6 inch) Full HD+ Display,13MP Rear Camera | 16MP Front Camera,3200 mAh Battery,MT6763T Processor,14990,15990,4.3,6% off
Muphone M350,32 MB RAM | 32 MB ROM |,3.66 cm (1.44 inch) Display,1.3MP Rear Camera,800 mAh Battery,,1069,1999,,46% off
GAMMA K 28,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,999,1999,,50% off
Samsung Galaxy On Nxt (Black| 16 GB)|,3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3300 mAh Li-ion Battery,Exynos 7870 Octa Core 1.6 GHz Processor,11200,11200,4.3,
Niamia Cad V Combo of Two Mobiles,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.08MP Rear Camera,1000 mAh Battery,,1499,3398,3.9,55% off
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
Tecno Camon i Sky (Champagne Gold| 16 GB)|,2 GB RAM | 16 GB ROM |,13.84 cm (5.45 inch) Display,13MP Rear Camera,3050 mAh Battery,,5321,8690,4.2,38% off
Niamia Cad V Combo of Two Mobiles,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.08MP Rear Camera,1000 mAh Battery,,1499,3398,3.9,55% off
Niamia Cad V Combo of Two Mobiles,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.08MP Rear Camera,1000 mAh Battery,,1499,3398,3.9,55% off
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Niamia Cad V Combo of Two Mobiles,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.08MP Rear Camera,1000 mAh Battery,,1499,3398,3.9,55% off
Lava 34 SUPER,512 MB RAM | 32 GB ROM |,6.1 cm (2.4 inch) Display,1.3MP Rear Camera,2500 mAh Battery,,1499,1899,3.9,21% off
Itel It 2162,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) QVGA Display,0.3MP Rear Camera,1000 mAh Battery,,1045,1075,4,2% off
Alcatel 3V (Spectrum Blue| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,15.24 cm (6 inch) Full HD+ Display,16MP + 5MP | 8MP Front Camera,3000 mAh Battery,MT8735A A53 Processor,10999,10999,3.6,
Vivo S1 (Skyline Blue| 128 GB)|,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.21 cm (6.38 inch) Full HD+ Display,16MP + 8MP + 2MP | 32MP Front Camera,4500 mAh Lithium Polymer Battery,Helio P65 (MT6768) Processor,18990,22900,4.5,17% off
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
Micromax X750,32 MB RAM | 32 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,2500 mAh Battery,,1087,2399,3.4,54% off
Micromax X725,32 MB RAM | 32 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1450 mAh Battery,,1049,1426,3.8,26% off
Inovu A1i,32 MB RAM | 32 MB ROM |,4.5 cm (1.77 inch) Display,0.08MP Rear Camera,800 mAh Battery,,649,1089,3.8,40% off
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
Samsung Guru 1200,NA ROM |,3.81 cm (1.5 inch) NA Display,,800 mAh Battery,0 0 0 0 Processor Processor,1100,1100,4.3,
Ssky S-10 Hero,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) VGA Display,0.3MP Rear Camera,1000 mAh Battery,,699,999,3.4,30% off
Gfive Guru Combo of Two Mobiles,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,,1050 mAh Battery,,1199,1199,3.5,
Lenovo K10 Note (Black| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,16MP + 5MP + 8MP | 16MP Front Camera,4050 mAh Li-polymer Battery,Qualcomm SDM710 Processor,8999,16999,4.2,47% off
JIVI JFP R21,10 MB RAM | 512 KB ROM |,4.57 cm (1.8 inch) Display,1.3MP Rear Camera,1000 mAh Battery,,775,775,3.3,
I Kall K900 (Dark Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
MTR Mt312,64 MB RAM | 64 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,800 mAh Battery,,650,650,3.6,
Panasonic Eluga A3 (Grey| 16 GB)|,3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Li-ion Polymer Battery,MediaTek MTK6737 Quad Core 1.25 GHz Processor,11490,11490,3.8,
MTR Mt313,64 MB RAM | 64 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,800 mAh Battery,,599,599,4.4,
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
Yu Ace (Elektric Blue| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.84 cm (5.45 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Polymer Battery,MT6739WW Processor,4799,8999,4,46% off
Coolpad Mega 5M (Dark Blue| 16 GB)|,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) Display,5MP Rear Camera | 2MP Front Camera,2000 mAh Battery,,3599,4866,3.6,26% off
Intex Eco selfie 2,34 MB ROM |,4.57 cm (1.8 inch) Quarter QVGA Display,0.08MP Rear Camera,800 mAh Battery,,949,969,3.9,2% off
Blackbear B6 Master (Black| 8 GB)|,1 GB RAM | 8 GB ROM |,12.7 cm (5 inch) HD Display,8MP Rear Camera,2400 mAh Battery,,3749,10999,3.2,65% off
SSKY S60 Max,32 MB RAM | 32 MB ROM | Expandable Upto 64 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,2400 mAh Battery,,799,1099,3.5,27% off
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Kechaoda K116,256 MB RAM | 256 MB ROM |,6.2 cm (2.44 inch) Display,,850 mAh Battery,0 0 0 0 Processor Processor,954,1899,3.9,49% off
Uinitel F30 (Dark Blue| 16 GB)|,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,13.97 cm (5.5 inch) HD Display,2MP Rear Camera | 2MP Front Camera,2400 mAh Battery,Quad Core Processor,3690,9999,3.1,63% off
Peace P4,64 MB RAM | 256 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,850 mAh Battery,,540,773,3.5,30% off
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
Gfive Guru Combo of Two Mobiles,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,,1050 mAh Battery,,1199,1199,3.5,
Tecno Camon i ACE 2x (Midnight Black| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD+ Display,13MP + 0.3MP | 8MP Front Camera,3050 mAh Battery,,6599,9401,4.1,29% off
Lenovo S930 (Silver| 8 GB)|,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,15.24 cm (6 inch) HD Display,8MP Rear Camera | 1.6MP Front Camera,3000 mAh Li-Polymer Battery,MediaTek 6582 Processor,13604,13604,4.3,
Tork T27 Power,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,6.1 cm (2.4 inch) Quarter QVGA Display,0.3MP Rear Camera,2800 mAh Battery,,999,1799,3.6,44% off
Huawei P9 (Titanium Grey| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,12MP + 12MP | 8MP Front Camera,3000 mAh Battery,HUAWEI Kirin 955 ARM Cortex-A72 64-bit + ARM Cortex-A53 64-bit Processor,39999,39999,4.5,
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
Chilli B50,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,1.8MP Rear Camera,1500 mAh Battery,,1089,1899,4.1,42% off
Niamia Cad V Combo of Two Mobiles,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.08MP Rear Camera,1000 mAh Battery,,1499,3398,3.9,55% off
Micromax Canvas L A108 (White| 8 GB)|,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,13.97 cm (5.5 inch) quarter HD Display,8MP Rear Camera | 2MP Front Camera,2350 mAh Battery,MT6582M Processor,11999,11999,3.8,
I Kall K900 (Dark Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Samsung Galaxy A6+ (Black| 64 GB)|,4 GB RAM | 64 GB ROM |,15.24 cm (6 inch) Full HD+ Display,16MP + 5MP | 24MP Front Camera,3500 mAh Battery,,17990,25898,4.4,30% off
Snexian Rock,32 MB RAM | 32 MB ROM |,4.32 cm (1.7 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1149,1999,3.9,42% off
LG W30 Pro (Midnight Blue| 64GB GB)|,4 GB RAM | 64GB GB ROM |,15.77 cm (6.21 inch) Display,16MP Rear Camera,4050 mAh Battery,,12290,15999,3.9,23% off
Micromax Evok Dual Note (Prussian Blue| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 64 GB,13.97 cm (5.5 inch) Full HD Display,13MP + 5MP | 5MP Front Camera,3000 mAh Battery,Mediatek MT6750T Octa Core 1.5 GHz Processor,3999,9999,4,60% off
Niamia Cad1,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.08MP Rear Camera,1000 mAh Battery,,749,749,3.7,
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
Itel it2172,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) QVGA Display,0.3MP Rear Camera,1000 mAh Battery,,1059,1125,4.1,5% off
Muphone M350,32 MB RAM | 32 MB ROM |,3.66 cm (1.44 inch) Display,1.3MP Rear Camera,800 mAh Battery,,1069,1999,,46% off
Muphone M350,32 MB RAM | 32 MB ROM |,3.66 cm (1.44 inch) Display,1.3MP Rear Camera,800 mAh Battery,,1069,1999,,46% off
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Muphone M350,32 MB RAM | 32 MB ROM |,3.66 cm (1.44 inch) Display,1.3MP Rear Camera,800 mAh Battery,,1069,1999,,46% off
Kechaoda K35,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,7.11 cm (2.8 inch) QVGA Display,0.3MP Rear Camera | 0.3MP Front Camera,1700 mAh Battery,,1179,1179,3.9,
Vivo Y93 (Nebula Purple| 64 GB)|,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4030 mAh Li-ion Battery,MediaTek Helio P22 Processor,11499,15212,4.4,24% off
Asus Zenfone 5 A501CG (Gold| 8 GB)|,2 GB RAM | 8 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 2MP Front Camera,2110 mAh Lithium Battery,Intel Atom Z2560 Processor with Intel Hyper Threading Technology Processor,8499,8499,4.2,
Asus Zenfone 5 A501CG (Black| 8 GB)|,2 GB RAM | 8 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 2MP Front Camera,2110 mAh Lithium Battery,Intel Atom Z2560 Processor with Intel Hyper Threading Technology Processor,10499,10499,4.2,
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
Salora Arya Z4 (Black| 8 GB)|,1 GB RAM | 8 GB ROM |,12.7 cm (5 inch) Display,5MP Rear Camera,2400 mAh Battery,,3499,3499,3.2,
Samsung Galaxy Note 3 (Classic White| 32 GB)|,3 GB RAM | 32 GB ROM | Expandable Upto 64 GB,14.48 cm (5.7 inch) Full HD Display,13MP Rear Camera | 2MP Front Camera,3200 mAh Li-Ion Battery,,50650,50650,4.1,
Apple iPhone 6s (Silver| 32 GB)|,32 GB ROM |,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,,,24940,28999,4.5,13% off
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
Samsung Guru Music 2,NA ROM |,5.08 cm (2 inch) NA Display,,800 mAh Battery,0 0 0 208MHz Processor,1600,1600,4.3,
Karbonn KX23,32 MB RAM | 32 MB ROM |,6.1 cm (2.4 inch) Display,0.08MP Rear Camera,1900 mAh Battery,,1001,1490,3.9,32% off
Mafe Nemo,Expandable Upto 16 GB,4.57 cm (1.8 inch) QVGA Display,0.3MP Rear Camera,1050 mAh Battery,,740,999,3.8,25% off
Niamia Cad IV,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.08MP Rear Camera,1000 mAh Battery,,849,1399,4.3,39% off
Ssky S9007,32 MB RAM | 32 MB ROM |,6.1 cm (2.4 inch) QVGA Display,1.3MP Rear Camera,1200 mAh Battery,,1099,1099,3.5,
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
Jivi 12M Plus,1 MB RAM | 16 MB ROM | Expandable Upto 128 GB,4.57 cm (1.8 inch) QVGA Display,0MP | 0MP Front Camera,1000 mAh Battery,NA Processor,709,949,3.9,25% off
Tork T13 Banana,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1000 mAh Battery,,849,1799,3.9,52% off
Tork T13 Banana,32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1000 mAh Battery,,849,1799,3.9,52% off
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Karbonn KX1,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,800 mAh Battery,,699,1040,3.8,32% off
MTR Mt1282,64 MB RAM | 64 MB ROM |,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,800 mAh Battery,,749,749,3.8,
MU M1000 Plus,32 MB RAM | 32 MB ROM |,6.1 cm (2.4 inch) Display,1.3MP Rear Camera,2800 mAh Battery,,1050,1493,4,29% off
Karbonn K9,4.57 cm (1.8 inch) QVGA Display,4.57 cm (1.8 inch) QVGA Display,,1800 mAh 1800 mAh Battery Battery,,1245,1245,4,
LG W30 Plus (Thunder blue| 64 GB)|,4 GB RAM | 64 GB ROM |,15.9 cm (6.26 inch) Display,16MP Rear Camera,4000 mAh Battery,,12499,12990,,3% off
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
Micromax X412,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1 Year Warranty from the Manufacturer| 6 Months Warranty of Battery|,,715,715,3.9,
Gfive Rock,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1050 mAh Battery,,655,799,4,18% off
Kechaoda K28,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1700 mAh Battery,,976,1299,4,24% off
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
OPPO A83 (2018 Edition) (Red| 64 GB)|,4 GB RAM | 64 GB ROM |,14.48 cm (5.7 inch) Display,13MP Rear Camera | 8MP Front Camera,3180 mAh Battery,MT6763T Processor,13990,13990,4.3,
Niamia Cad1,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.08MP Rear Camera,1000 mAh Battery,,749,749,3.7,
MTR Guru,64 MB RAM | 64 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,800 mAh Battery,,699,699,3.9,
Forme W8,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,3.56 cm (1.4 inch) QVGA Display,0.3MP Rear Camera,600 mAh Battery,,1130,1249,3.9,9% off
Micromax X601,32 MB RAM | 24 MB ROM |,7.11 cm (2.8 inch) QVGA Display,0.03MP Rear Camera,1450 mAh Battery,,1298,1299,3.8,
I Kall K900 (Dark Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
MTR King,64 MB RAM | 64 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,800 mAh Battery,,699,699,3.3,
Bloom Rockstar,32 MB RAM | 32 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,2400 mAh Battery,,1099,1699,3.4,35% off
Karbonn KX23,32 MB RAM | 32 MB ROM |,6.1 cm (2.4 inch) Display,0.08MP Rear Camera,1900 mAh Battery,,1041,1499,3.9,30% off
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
ZIOX X27,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,2500 mAh Battery,,949,1199,,20% off
ZIOX X27,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,2500 mAh Battery,,949,1199,,20% off
ZIOX X27,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,2500 mAh Battery,,949,1199,,20% off
Micromax Evok Dual Note (Prussian Blue| 32 GB)|,4 GB RAM | 32 GB ROM | Expandable Upto 64 GB,13.97 cm (5.5 inch) Full HD Display,13MP + 5MP | 5MP Front Camera,3000 mAh Battery,Mediatek MT6750T Octa Core 1.5 GHz Processor,4499,11499,3.8,60% off
Intex Turbo 210 Plus,32 MB RAM | 32 MB ROM |,6.1 cm (2.4 inch) Display,1.3MP Rear Camera,1700 mAh Battery,,960,1390,3.8,30% off
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
Ziox X63,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,799,965,4.2,17% off
Ziox X63,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.13MP Rear Camera,1000 mAh Battery,,799,965,4.2,17% off
I Kall K23 New Mobile,64 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,499,799,3.6,37% off
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
Tashan TS-999 (Gold| 16 GB)|,2 GB RAM | 16 GB ROM |,12.7 cm (5 inch) HD Display,8MP Rear Camera,2750 mAh Battery,,3689,9999,3.3,63% off
MTR Beat,64 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,2000 mAh Battery,,999,1599,3.3,37% off
Ziox Starz Mini,128 MB RAM | 20 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,800 mAh Battery,,786,786,3.5,
Good One Magic,32 MB RAM | 32 MB ROM |,4.32 cm (1.7 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1599,2299,4,30% off
Jivi N300 New,5 MB RAM | 32 MB ROM |,6.1 cm (2.4 inch) QVGA Display,0.03MP + 0MP | 0MP Front Camera,1000 mAh Battery,NA Processor,895,1199,4.1,25% off
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
Snexian GURU 319,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,589,999,,41% off
I Kall K36 Combo of Two Mobiles,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1800 mAh Battery,,1599,1899,3,15% off
ZIOX X92,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,825,989,,16% off
I Kall K900 (Dark Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
ZIOX X92,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,825,989,,16% off
ZIOX X92,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,825,989,,16% off
Ziox Z301,32 MB RAM | 32 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1800 mAh Battery,,999,1499,3.7,33% off
Ziox Z301,32 MB RAM | 32 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1800 mAh Battery,,999,1499,3.7,33% off
Ziox Z301,32 MB RAM | 32 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1800 mAh Battery,,999,1499,3.7,33% off
I Kall K9 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,15.24 cm (6 inch) Display,5MP Rear Camera,2800 mAh Battery,,3599,5999,3.6,40% off
Itel A44 Power (Champagne Gold| 8 GB)|,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,13.84 cm (5.45 inch) Display,5MP + 0.08MP | 2MP Front Camera,4000 mAh Battery,,4299,5999,4,28% off
Karbonn K5 Plus,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.8MP Rear Camera,1750 mAh Battery,,763,1090,3.9,30% off
Niamia Cad IV Combo of Two Mobiles,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.08MP Rear Camera,1000 mAh Battery,,1399,2798,3.8,50% off
I Kall K900 (Sky Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
I Kall K71 New Mobile,32 MB RAM | 64 MB ROM |,4.57 cm (1.8 inch) Display,,800 mAh Battery,,449,699,3.5,35% off
Niamia Cad IV Combo of Two Mobiles,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.08MP Rear Camera,1000 mAh Battery,,1399,2798,3.8,50% off
Niamia Cad IV Combo of Two Mobiles,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.08MP Rear Camera,1000 mAh Battery,,1399,2798,3.8,50% off
Micromax Canvas Infinity Pro (Black| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.48 cm (5.7 inch) HD Display,16MP Rear Camera | 20MP + 8MP Dual Front Camera,3000 mAh Polymer Battery,Snapdragon 450 Octa Core Processor,6499,13999,4,53% off
LG W30 Plus (Aurora Green| 64 GB)|,4 GB RAM | 64 GB ROM |,15.9 cm (6.26 inch) Display,16MP Rear Camera,4000 mAh Battery,,11999,12990,,7% off
I Kall K65,32 MB RAM | 64 MB ROM |,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,1399,1999,3.3,30% off
Panasonic Eluga Ray 800 (Gold| 64 GB)|,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Battery,SC9853I Processor,9999,14999,3.8,33% off
MTR MT 316,64 MB RAM | 64 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,800 mAh Battery,,599,599,3.4,
JIVI N300,250 MB RAM | 30 MB ROM | Expandable Upto 8 GB,6.1 cm (2.4 inch) NA Display,2MP Rear Camera | 0MP Front Camera,1800 mAh Battery,NA Processor,990,1499,3.4,33% off
I Kall K110 (Blue| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,5MP Rear Camera,2500 mAh Battery,,2999,6999,3.9,57% off
Nokia 7.2 (Charcoal| 64 GB)|,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 5MP + 8MP | 20MP Front Camera,3500 mAh Battery,Qualcomm Snapdragon 660 Processor,17099,20999,4.2,18% off
Ziox X63,32 MB RAM | 32 MB ROM |,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,899,965,4.2,6% off
Tecno Camon I Sky 2 (Bordeaux Red| 16 GB)|,2 GB RAM | 16 GB ROM |,13.97 cm (5.5 inch) Display,13MP Rear Camera,3050 mAh Battery,,6199,8499,4.1,27% off
Gionee S10 Lite (Black| 32 GB)|,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 16MP Front Camera,3100 mAh Battery,Qualcomm Snapdragon MSM8920 Processor,7499,7499,4.1,
Intex Infie 33 (Lake Blue| 8 GB)|,1 GB RAM | 8 GB ROM |,13.56 cm (5.34 inch) Display,5MP Rear Camera,3000 mAh Battery,,3790,3790,3.7,
I Kall K900 (Dark Blue| 64 GB)|,4 GB RAM | 64 GB ROM |,13.97 cm (5.5 inch) Display,8MP Rear Camera | 5MP Front Camera,3000 mAh Battery,,4499,7999,3.3,43% off
